Title,Image,Address,Area,_2shyij,dist_to_airpt,score,rating,add_info1,add_info2,add_info3,add_info4,Price,link,Room,Description,rev_score
El Capitan Hotel,https://exp.cdn-hotels.com/hotels/7000000/6330000/6326400/6326351/517bc7a0_z.jpg?impolicy=fcrop&w=1000&h=666&q=medium,2361 Mission St San Francisco 94110 CA,Inner Mission,2.0 miles to city center,10 miles to San Francisco International Airport (SFO),,,Airport transfer,,,,$77 ,https://www.hotels.com/ho437034/?q-check-in=2022-03-28&q-check-out=2022-03-29&q-rooms=1&q-room-0-adults=4&q-room-0-children=0&sort-order=BEST_SELLER&WOD=1&WOE=2&JHR=1&FPQ=2&MGT=1&ZSX=0&SYE=3&YGF=0,Deluxe Room 2 Double Beds Private Bathroom,City-center hotel within easy reach of Mission Dolores Park,
The Andrews Hotel,https://exp.cdn-hotels.com/hotels/1000000/430000/425100/425098/a054b93d_z.jpg?impolicy=fcrop&w=1000&h=666&q=medium,624 Post St San Francisco 94109 CA,Theater District,0.2 miles to city center,12 miles to San Francisco International Airport (SFO),8.4,Very Good,Restaurant,Bar,Bathtub,,$109 ,https://www.hotels.com/ho129842/?q-check-in=2022-03-28&q-check-out=2022-03-29&q-rooms=1&q-room-0-adults=4&q-room-0-children=0&sort-order=BEST_SELLER&q-room-0-adults-alter=2&q-room-1-adults-alter=2&WOD=1&WOE=2&JHR=2&FPQ=3&MGT=1&ZSX=0&SYE=3&YGF=0,Standard Room 1 Queen Bed (Comfy),3-star hotel with restaurant near Asian Art Museum of San Francisco ,
Kimpton Alton Hotel - Fisherman's Wharf an IHG Hotel,https://exp.cdn-hotels.com/hotels/1000000/10000/1100/1047/ab7243f4_z.jpg?impolicy=fcrop&w=1000&h=666&q=medium,2700 JONES STREET San Francisco 94133 CA,Fisherman's Wharf,1.4 miles to city center,13 miles to San Francisco International Airport (SFO),8.8,Fabulous,Parking available,Pet-friendly,Spa,Gym,$215 ,https://www.hotels.com/ho107231/?q-check-in=2022-03-28&q-check-out=2022-03-29&q-rooms=1&q-room-0-adults=4&q-room-0-children=0&sort-order=BEST_SELLER&WOD=1&WOE=2&JHR=3&FPQ=4&MGT=1&ZSX=0&SYE=3&YGF=0,Room 2 Queen Beds (Essential),Luxury hotel with bar/lounge near Ghirardelli Square ,
Days Inn by Wyndham San Francisco S/Oyster Point Airport,https://exp.cdn-hotels.com/hotels/1000000/20000/15200/15135/a23f7fd8_z.jpg?impolicy=fcrop&w=1000&h=666&q=medium,1113 Airport Blvd South San Francisco 94080 CA,Paradise Valley,8.6 miles to city center,3.3 miles to San Francisco International Airport (SFO),,Good,Parking available,Airport transfer,Free breakfast,Bathtub,$120 ,https://www.hotels.com/ho131225/?q-check-in=2022-03-28&q-check-out=2022-03-29&q-rooms=1&q-room-0-adults=4&q-room-0-children=0&sort-order=BEST_SELLER&WOD=1&WOE=2&JHR=2&FPQ=3&MGT=1&ZSX=0&SYE=3&YGF=0,Standard Room 2 Queen Beds,No-frills hotel in Paradise Valley,
Hotel Sunnyside,https://exp.cdn-hotels.com/hotels/36000000/35260000/35256400/35256307/f07653cd_z.jpg?impolicy=fcrop&w=1000&h=666&q=medium,135 6th St San Francisco 94103 CA,South of Market,0.5 miles to city center,11 miles to San Francisco International Airport (SFO),,,Airport transfer,Bathtub,,,$53 ,https://www.hotels.com/ho1129201824/?q-check-in=2022-03-28&q-check-out=2022-03-29&q-rooms=1&q-room-0-adults=4&q-room-0-children=0&sort-order=BEST_SELLER&q-room-0-adults-alter=2&q-room-1-adults-alter=2&WOD=1&WOE=2&JHR=1&FPQ=2&MGT=1&ZSX=0&SYE=3&YGF=0,,Walking distance from Warfield Theater,
Hotel Zeppelin San Francisco a Viceroy Urban Retreat,https://exp.cdn-hotels.com/hotels/1000000/10000/5900/5875/7f1a4cb7_z.jpg?impolicy=fcrop&w=1000&h=666&q=medium,545 Post St San Francisco 94102 CA,Union Square,0.1 miles to city center,12 miles to San Francisco International Airport (SFO),8.2,Very Good,Parking available,Pet-friendly,Gym,Restaurant,$421 ,https://www.hotels.com/ho118494/?q-check-in=2022-03-28&q-check-out=2022-03-29&q-rooms=1&q-room-0-adults=4&q-room-0-children=0&sort-order=BEST_SELLER&WOD=1&WOE=2&JHR=5&FPQ=6&MGT=1&ZSX=0&SYE=3&YGF=0,Junior Suite King,4-star hotel with restaurant near SHN Curran Theatre ,
Hyatt Regency San Francisco Airport,https://exp.cdn-hotels.com/hotels/1000000/30000/26500/26500/abc06169_z.jpg?impolicy=fcrop&w=1000&h=666&q=medium,1333 Bayshore Hwy Burlingame 94010 CA,Burlingame,14 miles to city center,2.0 miles to San Francisco International Airport (SFO),8.4,Very Good,Pool,Parking available,Pet-friendly,Airport transfer,$229 ,https://www.hotels.com/ho112053/?q-check-in=2022-03-28&q-check-out=2022-03-29&q-rooms=1&q-room-0-adults=4&q-room-0-children=0&sort-order=BEST_SELLER&WOD=1&WOE=2&JHR=3&FPQ=4&MGT=1&ZSX=0&SYE=3&YGF=0,Guest Room 2 Queen Beds,4-star hotel in Burlingame with outdoor pool and restaurant,
The Herbert Hotel,https://exp.cdn-hotels.com/hotels/1000000/210000/205300/205296/e8af0f60_z.jpg?impolicy=fcrop&w=1000&h=666&q=medium,161 Powell Street San Francisco 94102 CA,Union Square,0.1 miles to city center,12 miles to San Francisco International Airport (SFO),,Good,Connecting rooms available,,,,$94 ,https://www.hotels.com/ho164141/?q-check-in=2022-03-28&q-check-out=2022-03-29&q-rooms=1&q-room-0-adults=4&q-room-0-children=0&sort-order=BEST_SELLER&q-room-0-adults-alter=2&q-room-1-adults-alter=2&WOD=1&WOE=2&JHR=1&FPQ=2&MGT=1&ZSX=0&SYE=3&YGF=0,Economy Room 1 Queen Bed Hallway Bathroom,City-center hotel within walking distance of Warfield Theater,
Ramada by Wyndham San Bruno SFO Airport,https://exp.cdn-hotels.com/hotels/1000000/910000/902100/902027/b663ab4e_z.jpg?impolicy=fcrop&w=1000&h=666&q=medium,500 El Camino Real San Bruno 94066 CA,San Bruno,11 miles to city center,1.4 miles to San Francisco International Airport (SFO),,Good,Free parking,Airport transfer,Gym,Bathtub,$104 ,https://www.hotels.com/ho208051/?q-check-in=2022-03-28&q-check-out=2022-03-29&q-rooms=1&q-room-0-adults=4&q-room-0-children=0&sort-order=BEST_SELLER&WOD=1&WOE=2&JHR=2&FPQ=3&MGT=1&ZSX=0&SYE=3&YGF=0,Standard Room 2 Queen Beds,San Bruno suburban guestrooms with comfy beds,
Inn at Golden Gate,https://exp.cdn-hotels.com/hotels/1000000/900000/891300/891239/c4380835_z.jpg?impolicy=fcrop&w=1000&h=666&q=medium,2707 Lombard St San Francisco 94123 CA,Marina District,2.2 miles to city center,13 miles to San Francisco International Airport (SFO),,Good,Free parking,Bathtub,,,$134 ,https://www.hotels.com/ho205679/?q-check-in=2022-03-28&q-check-out=2022-03-29&q-rooms=1&q-room-0-adults=4&q-room-0-children=0&sort-order=BEST_SELLER&WOD=1&WOE=2&JHR=2&FPQ=3&MGT=1&ZSX=0&SYE=3&YGF=0,Room 2 Double Beds Non Smoking,City-center motel within easy reach of Presidio of San Francisco,
Hampton Inn San Francisco Downtown/Convention Center,https://exp.cdn-hotels.com/hotels/9000000/8650000/8647200/8647196/88f3383d_z.jpg?impolicy=fcrop&w=1000&h=666&q=medium,942 Mission Street San Francisco 94103 CA,Mid-Market,0.4 miles to city center,12 miles to San Francisco International Airport (SFO),8.2,Very Good,Parking available,Gym,Free breakfast,Internet access,$249 ,https://www.hotels.com/ho470923/?q-check-in=2022-03-28&q-check-out=2022-03-29&q-rooms=1&q-room-0-adults=4&q-room-0-children=0&sort-order=BEST_SELLER&WOD=1&WOE=2&JHR=3&FPQ=4&MGT=1&ZSX=0&SYE=3&YGF=0,Room 1 King Bed Refrigerator,City-center hotel within walking distance of Warfield Theater,
Hotel Kabuki part of JdV by Hyatt,https://exp.cdn-hotels.com/hotels/1000000/10000/1100/1003/d13a55c6_z.jpg?impolicy=fcrop&w=1000&h=666&q=medium,1625 Post St San Francisco 94115 CA,Japantown,1.1 miles to city center,12 miles to San Francisco International Airport (SFO),9,Superb,Parking available,Pet-friendly,Gym,Restaurant,$349 ,https://www.hotels.com/ho129640/?q-check-in=2022-03-28&q-check-out=2022-03-29&q-rooms=1&q-room-0-adults=4&q-room-0-children=0&sort-order=BEST_SELLER&WOD=1&WOE=2&JHR=4&FPQ=5&MGT=1&ZSX=0&SYE=3&YGF=0,Room 2 Double Beds Accessible (Shower),4-star hotel with 1 restaurants connected to a shopping center near Fillmore Auditorium,
Pacific Heights Inn,https://exp.cdn-hotels.com/hotels/10000000/9400000/9394500/9394413/a590824d_z.jpg?impolicy=fcrop&w=1000&h=666&q=medium,1555 Union St. San Francisco 94123 CA,Cow Hollow,1.2 miles to city center,13 miles to San Francisco International Airport (SFO),,Good,Free parking,,,,$126 ,https://www.hotels.com/ho479967/?q-check-in=2022-03-28&q-check-out=2022-03-29&q-rooms=1&q-room-0-adults=4&q-room-0-children=0&sort-order=BEST_SELLER&WOD=1&WOE=2&JHR=2&FPQ=3&MGT=1&ZSX=0&SYE=3&YGF=0,Room 2 Double Beds Non Smoking Private Bathroom,City-center motel within easy reach of Lombard Street,
Hyatt Place San Francisco Downtown,https://exp.cdn-hotels.com/hotels/32000000/31420000/31419900/31419890/a6280c82_z.jpg?impolicy=fcrop&w=1000&h=666&q=medium,701 3rd St San Francisco 94107 CA,China Basin,1.0 mile to city center,11 miles to San Francisco International Airport (SFO),8.2,Very Good,Parking available,,,,$339 ,https://www.hotels.com/ho1006436480/?q-check-in=2022-03-28&q-check-out=2022-03-29&q-rooms=1&q-room-0-adults=4&q-room-0-children=0&sort-order=BEST_SELLER&WOD=1&WOE=2&JHR=4&FPQ=5&MGT=1&ZSX=0&SYE=3&YGF=0,Room 2 Queen Beds Accessible Bathtub,3-star hotel within walking distance of Oracle Park,
Hotel Del Sol,https://exp.cdn-hotels.com/hotels/1000000/120000/119000/118976/6ab53ce1_z.jpg?impolicy=fcrop&w=1000&h=666&q=medium,3100 Webster St San Francisco 94123 CA,Cow Hollow,1.6 miles to city center,13 miles to San Francisco International Airport (SFO),8.4,Very Good,Pool,Parking available,Pet-friendly,Free breakfast,$199 ,https://www.hotels.com/ho140946/?q-check-in=2022-03-28&q-check-out=2022-03-29&q-rooms=1&q-room-0-adults=4&q-room-0-children=0&sort-order=BEST_SELLER&WOD=1&WOE=2&JHR=2&FPQ=3&MGT=1&ZSX=0&SYE=3&YGF=0,Deluxe Room 2 Double Beds,Family-friendly hotel with outdoor pool near Mexican Museum ,
Beach Motel,https://exp.cdn-hotels.com/hotels/2000000/1200000/1190600/1190600/d959947a_z.jpg?impolicy=fcrop&w=1000&h=666&q=medium,4211 Judah Street San Francisco 94122 CA,Outer Sunset,5.7 miles to city center,12 miles to San Francisco International Airport (SFO),,Good,Free parking,Bar,Bathtub,,$110 ,https://www.hotels.com/ho227996/?q-check-in=2022-03-28&q-check-out=2022-03-29&q-rooms=1&q-room-0-adults=4&q-room-0-children=0&sort-order=BEST_SELLER&WOD=1&WOE=2&JHR=2&FPQ=3&MGT=1&ZSX=0&SYE=3&YGF=0,,Hotel with bar/lounge near Golden Gate Park ,
Travelodge by Wyndham by Fisherman's Wharf,https://exp.cdn-hotels.com/hotels/1000000/20000/10600/10512/e214dad3_z.jpg?impolicy=fcrop&w=1000&h=666&q=medium,1201 Columbus Ave San Francisco 94133 CA,Russian Hill,1.3 miles to city center,13 miles to San Francisco International Airport (SFO),,Good,Parking available,Airport transfer,Bathtub,Connecting rooms available,$169 ,https://www.hotels.com/ho122346/?q-check-in=2022-03-28&q-check-out=2022-03-29&q-rooms=1&q-room-0-adults=4&q-room-0-children=0&sort-order=BEST_SELLER&WOD=1&WOE=2&JHR=2&FPQ=3&MGT=1&ZSX=0&SYE=3&YGF=0,Room 2 Double Beds Non Smoking,Art Deco motel within walking distance of Lombard Street,
The Marker San Francisco,https://exp.cdn-hotels.com/hotels/1000000/20000/15800/15769/4b9fffef_z.jpg?impolicy=fcrop&w=1000&h=666&q=medium,501 Geary St San Francisco 94102 CA,Union Square,0.2 miles to city center,12 miles to San Francisco International Airport (SFO),8.2,Very Good,Pet-friendly,Gym,Restaurant,Bar,$268 ,https://www.hotels.com/ho119457/?q-check-in=2022-03-28&q-check-out=2022-03-29&q-rooms=1&q-room-0-adults=4&q-room-0-children=0&sort-order=BEST_SELLER&WOD=1&WOE=2&JHR=3&FPQ=4&MGT=1&ZSX=0&SYE=3&YGF=0,Suite Accessible (Urban),4-star hotel with restaurant near SHN Curran Theatre ,
Bay Hotel,https://exp.cdn-hotels.com/hotels/25000000/24400000/24396000/24395944/aefa8dc2_z.jpg?impolicy=fcrop&w=1000&h=666&q=medium,128 Jones St San Francisco 94102 CA,Tenderloin,0.4 miles to city center,12 miles to San Francisco International Airport (SFO),,,,,,,$57 ,https://www.hotels.com/ho781670208/?q-check-in=2022-03-28&q-check-out=2022-03-29&q-rooms=1&q-room-0-adults=4&q-room-0-children=0&sort-order=BEST_SELLER&q-room-0-adults-alter=2&q-room-1-adults-alter=2&WOD=1&WOE=2&JHR=1&FPQ=2&MGT=1&ZSX=0&SYE=3&YGF=0,,City-center hotel steps from Warfield Theater ,
Hyatt Centric Fisherman's Wharf San Francisco,https://exp.cdn-hotels.com/hotels/1000000/30000/22500/22500/a0f4e1a5_z.jpg?impolicy=fcrop&w=1000&h=666&q=medium,555 N Point St San Francisco 94133 CA,Fisherman's Wharf,1.4 miles to city center,13 miles to San Francisco International Airport (SFO),8.2,Very Good,Pool,Parking available,Pet-friendly,Gym,$237 ,https://www.hotels.com/ho124489/?q-check-in=2022-03-28&q-check-out=2022-03-29&q-rooms=1&q-room-0-adults=4&q-room-0-children=0&sort-order=BEST_SELLER&WOD=1&WOE=2&JHR=3&FPQ=4&MGT=1&ZSX=0&SYE=3&YGF=0,Room 2 Double Beds,4-star hotel with outdoor pool near Ghirardelli Square ,
Inn By The SFO,https://exp.cdn-hotels.com/hotels/2000000/1140000/1139300/1139289/5b3c4a86_z.jpg?impolicy=fcrop&w=1000&h=666&q=medium,701 Airport Blvd South San Francisco 94080 CA,Downtown South San Francisco,8.9 miles to city center,3.1 miles to San Francisco International Airport (SFO),,Good,Free parking,Free breakfast,Bathtub,Internet access,$154 ,https://www.hotels.com/ho224305/?q-check-in=2022-03-28&q-check-out=2022-03-29&q-rooms=1&q-room-0-adults=4&q-room-0-children=0&sort-order=BEST_SELLER&WOD=1&WOE=2&JHR=2&FPQ=3&MGT=1&ZSX=0&SYE=3&YGF=0,,No-frills South San Francisco guestrooms with comfy beds,
Taj Campton Place,https://exp.cdn-hotels.com/hotels/1000000/30000/23400/23383/068a482b_z.jpg?impolicy=fcrop&w=1000&h=666&q=medium,340 Stockton St San Francisco 94108 CA,Union Square,0.1 miles to city center,12 miles to San Francisco International Airport (SFO),9.2,Superb,Parking available,Pet-friendly,Gym,Restaurant,$300 ,https://www.hotels.com/ho115134/?q-check-in=2022-03-28&q-check-out=2022-03-29&q-rooms=1&q-room-0-adults=4&q-room-0-children=0&sort-order=BEST_SELLER&q-room-0-adults-alter=2&q-room-1-adults-alter=2&WOD=1&WOE=2&JHR=3&FPQ=4&MGT=1&ZSX=0&SYE=3&YGF=0,California Room 1 King Bed,Luxury hotel with bar/lounge near SHN Curran Theatre ,
Greenwich Inn,https://exp.cdn-hotels.com/hotels/1000000/20000/15400/15381/1df75053_z.jpg?impolicy=fcrop&w=1000&h=666&q=medium,3201 Steiner St San Francisco 94123 CA,Cow Hollow,1.8 miles to city center,13 miles to San Francisco International Airport (SFO),,Good,Free parking,Bathtub,,,$109 ,https://www.hotels.com/ho111190/?q-check-in=2022-03-28&q-check-out=2022-03-29&q-rooms=1&q-room-0-adults=4&q-room-0-children=0&sort-order=BEST_SELLER&WOD=1&WOE=2&JHR=2&FPQ=3&MGT=1&ZSX=0&SYE=3&YGF=0,Premium Room 2 Double Beds,Convenient to Presidio of San Francisco,
Presidio Parkway Inn,https://exp.cdn-hotels.com/hotels/4000000/3090000/3081000/3080954/04241158_z.jpg?impolicy=fcrop&w=1000&h=666&q=medium,2361 Lombard Street San Francisco 94123 CA,Cow Hollow,1.9 miles to city center,13 miles to San Francisco International Airport (SFO),,Good,Free parking,Airport transfer,Bathtub,,$104 ,https://www.hotels.com/ho196376/?q-check-in=2022-03-28&q-check-out=2022-03-29&q-rooms=1&q-room-0-adults=4&q-room-0-children=0&sort-order=BEST_SELLER&WOD=1&WOE=2&JHR=2&FPQ=3&MGT=1&ZSX=0&SYE=3&YGF=0,Premium Room 2 Double Beds,City-center motel within easy reach of Lombard Street,
Kensington Park Hotel,https://exp.cdn-hotels.com/hotels/1000000/20000/17700/17616/1d5dee38_z.jpg?impolicy=fcrop&w=1000&h=666&q=medium,450 Post St San Francisco 94102 CA,Union Square,0.1 miles to city center,12 miles to San Francisco International Airport (SFO),8.4,Very Good,Parking available,Restaurant,Bar,Connecting rooms available,$207 ,https://www.hotels.com/ho115728/?q-check-in=2022-03-28&q-check-out=2022-03-29&q-rooms=1&q-room-0-adults=4&q-room-0-children=0&sort-order=BEST_SELLER&WOD=1&WOE=2&JHR=3&FPQ=4&MGT=1&ZSX=0&SYE=3&YGF=0,Deluxe Room 2 Double Beds,Boutique hotel with restaurant near Moscone Convention Center ,
Hotel V,https://exp.cdn-hotels.com/hotels/1000000/50000/40600/40571/da06a549_z.jpg?impolicy=fcrop&w=1000&h=666&q=medium,222 S Airport Blvd South San Francisco 94080 CA,South San Francisco,9.6 miles to city center,2.4 miles to San Francisco International Airport (SFO),,Good,Free parking,Bathtub,,,$89 ,https://www.hotels.com/ho122101/?q-check-in=2022-03-28&q-check-out=2022-03-29&q-rooms=1&q-room-0-adults=4&q-room-0-children=0&sort-order=BEST_SELLER&WOD=1&WOE=2&JHR=1&FPQ=2&MGT=1&ZSX=0&SYE=3&YGF=0,Standard Room 2 Queen Beds,No-frills hotel in South San Francisco,
City Center Inn & Suites,https://exp.cdn-hotels.com/hotels/1000000/20000/15100/15088/880d0156_z.jpg?impolicy=fcrop&w=1000&h=666&q=medium,240 7th Street San Francisco 94103 CA,South of Market,0.7 miles to city center,11 miles to San Francisco International Airport (SFO),,Good,Free parking,,,,$539 ,https://www.hotels.com/ho109830/?q-check-in=2022-03-28&q-check-out=2022-03-29&q-rooms=1&q-room-0-adults=4&q-room-0-children=0&sort-order=BEST_SELLER&WOD=1&WOE=2&JHR=5&FPQ=6&MGT=1&ZSX=0&SYE=3&YGF=0,Deluxe Room 2 Double Beds Main building - Newly Renovated,City-center motel within easy reach of Orpheum Theater,
Four Points by Sheraton Hotel & Suites San Francisco Airport,https://exp.cdn-hotels.com/hotels/1000000/800000/790600/790579/ba4367de_z.jpg?impolicy=fcrop&w=1000&h=666&q=medium,264 South Airport Blvd. South San Francisco 94080 CA,South San Francisco,9.7 miles to city center,2.4 miles to San Francisco International Airport (SFO),8,Very Good,Parking available,Pet-friendly,Gym,Bathtub,$144 ,https://www.hotels.com/ho196452/?q-check-in=2022-03-28&q-check-out=2022-03-29&q-rooms=1&q-room-0-adults=4&q-room-0-children=0&sort-order=BEST_SELLER&WOD=1&WOE=2&JHR=2&FPQ=3&MGT=1&ZSX=0&SYE=3&YGF=0,Room 2 Queen Beds Non Smoking,South San Francisco suburban guestrooms with memory foam beds,
Hotel Stratford,https://exp.cdn-hotels.com/hotels/1000000/130000/120300/120269/ca61f006_z.jpg?impolicy=fcrop&w=1000&h=666&q=medium,242 Powell St San Francisco 94102 CA,Union Square,0.1 miles to city center,12 miles to San Francisco International Airport (SFO),8,Very Good,,,,,$139 ,https://www.hotels.com/ho164155/?q-check-in=2022-03-28&q-check-out=2022-03-29&q-rooms=1&q-room-0-adults=4&q-room-0-children=0&sort-order=BEST_SELLER&q-room-0-adults-alter=2&q-room-1-adults-alter=2&WOD=1&WOE=2&JHR=2&FPQ=3&MGT=1&ZSX=0&SYE=3&YGF=0,Economy Room,City-center hotel within easy reach of Moscone Convention Center,
Holiday Inn Golden Gateway an IHG Hotel,https://exp.cdn-hotels.com/hotels/1000000/20000/10600/10538/34653896_z.jpg?impolicy=fcrop&w=1000&h=666&q=medium,1500 Van Ness Ave San Francisco 94109 CA,Nob Hill,0.8 miles to city center,12 miles to San Francisco International Airport (SFO),8.4,Very Good,Pool,Parking available,Gym,Bar,$184 ,https://www.hotels.com/ho107232/?q-check-in=2022-03-28&q-check-out=2022-03-29&q-rooms=1&q-room-0-adults=4&q-room-0-children=0&sort-order=BEST_SELLER&WOD=1&WOE=2&JHR=2&FPQ=3&MGT=1&ZSX=0&SYE=3&YGF=0,,3.5-star hotel with outdoor pool near Van Ness Avenue ,
Comfort Inn and Suites San Francisco Airport North,https://exp.cdn-hotels.com/hotels/1000000/30000/20800/20701/8b6642f4_z.jpg?impolicy=fcrop&w=1000&h=666&q=medium,121 E Grand Ave South San Francisco 94080 CA,The East Side,9.2 miles to city center,2.8 miles to San Francisco International Airport (SFO),,Good,Parking available,Airport transfer,Free breakfast,Bathtub,$149 ,https://www.hotels.com/ho204366/?q-check-in=2022-03-28&q-check-out=2022-03-29&q-rooms=1&q-room-0-adults=4&q-room-0-children=0&sort-order=BEST_SELLER&WOD=1&WOE=2&JHR=2&FPQ=3&MGT=1&ZSX=0&SYE=3&YGF=0,Standard 2 Kings Non-smoking,Suburban hotel in The East Side,
The Metro Hotel,https://exp.cdn-hotels.com/hotels/70000000/69690000/69680600/69680556/c195049c_z.jpg?impolicy=fcrop&w=1000&h=666&q=medium,319 Divisadero St San Francisco 94117 CA,Lower Haight,1.9 miles to city center,11 miles to San Francisco International Airport (SFO),9.2,Superb,Bathtub,Bathtub,,,$315 ,https://www.hotels.com/ho2230777792/?q-check-in=2022-03-28&q-check-out=2022-03-29&q-rooms=1&q-room-0-adults=4&q-room-0-children=0&sort-order=BEST_SELLER&WOD=1&WOE=2&JHR=4&FPQ=5&MGT=1&ZSX=0&SYE=3&YGF=0,,Within easy reach of Alamo Square,
The Laurel Inn part of JdV by Hyatt,https://exp.cdn-hotels.com/hotels/1000000/530000/521600/521553/b65c6d16_z.jpg?impolicy=fcrop&w=1000&h=666&q=medium,444 Presidio Ave San Francisco 94115 CA,Presidio Heights,2.1 miles to city center,12 miles to San Francisco International Airport (SFO),8.8,Fabulous,Parking available,Pet-friendly,Gym,Restaurant,$354 ,https://www.hotels.com/ho170439/?q-check-in=2022-03-28&q-check-out=2022-03-29&q-rooms=1&q-room-0-adults=4&q-room-0-children=0&sort-order=BEST_SELLER&WOD=1&WOE=2&JHR=4&FPQ=5&MGT=1&ZSX=0&SYE=3&YGF=0,Room 2 Double Beds,3-star hotel with restaurant near Presidio of San Francisco ,
Deluxe Inn,https://exp.cdn-hotels.com/hotels/3000000/2060000/2053800/2053742/a7de352f_z.jpg?impolicy=fcrop&w=1000&h=666&q=medium,920 El Camino Real South San Francisco 94080 CA,South San Francisco,9.4 miles to city center,3.6 miles to San Francisco International Airport (SFO),,Good,Free parking,,,,$85 ,https://www.hotels.com/ho269048/?q-check-in=2022-03-28&q-check-out=2022-03-29&q-rooms=1&q-room-0-adults=4&q-room-0-children=0&sort-order=BEST_SELLER&WOD=1&WOE=2&JHR=1&FPQ=2&MGT=1&ZSX=0&SYE=3&YGF=0,,No-frills motel in South San Francisco,
Four Seasons Hotel San Francisco at Embarcadero,https://exp.cdn-hotels.com/hotels/1000000/10000/6600/6505/61f93c42_z.jpg?impolicy=fcrop&w=1000&h=666&q=medium,222 Sansome St San Francisco 94104 CA,Financial District,0.5 miles to city center,12 miles to San Francisco International Airport (SFO),9.4,Exceptional,Parking available,Pet-friendly,Gym,Connecting rooms available,$950 ,https://www.hotels.com/ho108742/?q-check-in=2022-03-28&q-check-out=2022-03-29&q-rooms=1&q-room-0-adults=4&q-room-0-children=0&sort-order=BEST_SELLER&WOD=1&WOE=2&JHR=7&FPQ=6&MGT=1&ZSX=0&SYE=3&YGF=0,Deluxe Room 2 Double Beds Non Smoking City View,Luxury hotel with 24-hour fitness near 555 California Street ,
Hilton San Francisco Financial District,https://exp.cdn-hotels.com/hotels/1000000/10000/4400/4302/44330cd1_z.jpg?impolicy=fcrop&w=1000&h=666&q=medium,750 Kearny St San Francisco 94108 CA,Financial District,0.6 miles to city center,12 miles to San Francisco International Airport (SFO),,Good,Parking available,Pet-friendly,Gym,Restaurant,$259 ,https://www.hotels.com/ho107229/?q-check-in=2022-03-28&q-check-out=2022-03-29&q-rooms=1&q-room-0-adults=4&q-room-0-children=0&sort-order=BEST_SELLER&WOD=1&WOE=2&JHR=3&FPQ=4&MGT=1&ZSX=0&SYE=3&YGF=0,Room 2 Double Beds,4-star hotel with restaurant near Ferry Building ,
Embassy Suites by Hilton San Francisco Airport Waterfront,https://exp.cdn-hotels.com/hotels/1000000/50000/42400/42336/3b7feb32_z.jpg?impolicy=fcrop&w=1000&h=666&q=medium,150 Anza Blvd Burlingame 94010 CA,Burlingame,14 miles to city center,2.8 miles to San Francisco International Airport (SFO),,Good,Parking available,Pet-friendly,Restaurant,Bar,$204 ,https://www.hotels.com/ho125679/?q-check-in=2022-03-28&q-check-out=2022-03-29&q-rooms=1&q-room-0-adults=4&q-room-0-children=0&sort-order=BEST_SELLER&WOD=1&WOE=2&JHR=3&FPQ=4&MGT=1&ZSX=0&SYE=3&YGF=0,Two Double and One Sofa Bed Non-Smoking,Bayfront hotel in Burlingame with restaurant and bar/lounge,
Hampton Inn San Francisco Airport,https://exp.cdn-hotels.com/hotels/1000000/440000/437100/437098/5497dfff_z.jpg?impolicy=fcrop&w=1000&h=666&q=medium,300 Gateway Blvd South San Francisco 94080 CA,The East Side,9.0 miles to city center,2.9 miles to San Francisco International Airport (SFO),8.6,Fabulous,Parking available,Gym,Free breakfast,Bathtub,$139 ,https://www.hotels.com/ho150613/?q-check-in=2022-03-28&q-check-out=2022-03-29&q-rooms=1&q-room-0-adults=4&q-room-0-children=0&sort-order=BEST_SELLER&WOD=1&WOE=2&JHR=2&FPQ=3&MGT=1&ZSX=0&SYE=3&YGF=0,Standard King,No-frills hotel in The East Side,
Winsor Hotel,https://exp.cdn-hotels.com/hotels/8000000/7240000/7237700/7237605/2e34939d_z.jpg?impolicy=fcrop&w=1000&h=666&q=medium,20 6th Street San Francisco 94103 CA,Mid-Market,0.4 miles to city center,12 miles to San Francisco International Airport (SFO),,Good,,,,,$49 ,https://www.hotels.com/ho448821/?q-check-in=2022-03-28&q-check-out=2022-03-29&q-rooms=1&q-room-0-adults=4&q-room-0-children=0&sort-order=BEST_SELLER&q-room-0-adults-alter=2&q-room-1-adults-alter=2&WOD=1&WOE=2&JHR=1&FPQ=1&MGT=1&ZSX=0&SYE=3&YGF=0,,Located steps from Warfield Theater,
Petite Auberge,https://exp.cdn-hotels.com/hotels/1000000/30000/25000/24970/038ca5d5_z.jpg?impolicy=fcrop&w=1000&h=666&q=medium,863 Bush St San Francisco 94108 CA,Lower Nob Hill,0.2 miles to city center,12 miles to San Francisco International Airport (SFO),8.6,Fabulous,Free breakfast,Internet access,,,$119 ,https://www.hotels.com/ho208041/?q-check-in=2022-03-28&q-check-out=2022-03-29&q-rooms=1&q-room-0-adults=4&q-room-0-children=0&sort-order=BEST_SELLER&q-room-0-adults-alter=2&q-room-1-adults-alter=2&WOD=1&WOE=2&JHR=2&FPQ=3&MGT=1&ZSX=0&SYE=3&YGF=0,Standard Room 1 Queen Bed,City-center hotel within easy reach of SF Masonic Auditorium,
